final_text,Sentiment,label
planned closing date provided,neutral,1
$ plug bear raid,negative,0
900 eet alma medium 's annual report 2009 scheduled published calendar week 9,neutral,1
mylan appoints ranjan ray chaudhuri global commercial lead mylan 's,neutral,1
$ luv continues consolidate previous break area,positive,2
founded 1946 strand associate provides civil environmental transportation electrical mechanical engineering service 350 employee 10 office wisconsin alabama illinois indiana kentucky ohio,neutral,1
pipeline strong,positive,2
kone said court paper union action delayed repair elevator federal courthouse jan 21 saltonstall state office building jan 23,negative,0
german company also signed code share agreement another oneworld member american airline inc part usbased amr corp nyse amr,positive,2
cooper sh uk distributor lift equipment manufacturer konecranes fiveyear deal involves low maintenance fuel saving technology,positive,2
according seikku retail sector finland controlled 34 large actor food manufacturer still relatively small,neutral,1
total value agreement usd4 0 company said,neutral,1
3 february 2011 finnish broadband data communication system provider teleste oyj hel tlt1v said yesterday net profit rocketed eur4 8 2010 eur416 000 2009 lifted dividend proposal,positive,2
update 1lloyds cut 945 job part 3year restructuring plan,negative,0
standard life share price insurer buy advice firm pearson jones,positive,2
yit 's baltic sale first three quarter 2008 totaled 1062 million euro representing drop 29 percent year year,negative,0
finnish pâyry awarded engineering contract cfr national railway company romania,positive,2
adp news feb 11 2009 finnish management software solution provider ixonos oyj hel xns1v said today net profit rose eur 35 million usd 45 2008 eur 31 million 2007,positive,2
$ isrg break confirmed bought leap good trading,positive,2
digia also set two subsidiary digia norway digia usa inc,neutral,1
finnish beverage company olvi one last listed company finland yet published financial result second quarter 2009,neutral,1
finnish glass technology company glaston oyj abp net profit decreased 26 mln euro $ 38 mln first nine month 2007 78 mln euro $ 114 mln period 2006,negative,0
2009 incap expects revenue eur 70 million,neutral,1
report go provide detailed profile ten leading european specialty chemical company brief profile major player,neutral,1
long $ gpro brealout trade,positive,2
company also compensated acting reserve batch plant,positive,2
update 5sabmiller reject ab inbev 's $ 104 bln takeover approach,positive,2
company reportedly searching replacement ceo ollipekka kallasvuo,neutral,1
finnish diversified holding company aspo oyj said september 8 2008 sell finnish tape business kaukomarkkinat unit local oy telpak ab,neutral,1
altogether finnair canceled 500 flight strike,negative,0
acquisition avc systemhaus majority stake cableway increase number teleste personnel 250,neutral,1
believe however hkscan atrium start use imported meat finnish consumer prefer domestic product,neutral,1
ih move enhance growth,positive,2
bearish outside day tuesday significant 200 day resistance still intact opinion $ sd httpchartly2bey48t,negative,0
however net sale declined eur 8036 million eur 12 billion,negative,0
konecranes previously communicated estimated reduction 1600 employee group level 2009,negative,0
$ isrg trading alltime high strong earnings report 4 day short interest,positive,2
showcase endtoend capability mobile world congress arranged internal meego application development competition entice developer create new application,neutral,1
baltic country sale fell 426 %,negative,0
slump weir lead ftse record high,negative,0
$ fb gone green day,positive,2
earlier today geberit 's finnish rival uponor oyj cut fullyear sale growth forecast 6 pct 10 pct blaming tough condition germany u well currency factor,negative,0
$ aapl big seems falling towards 530,negative,0
deal includes option cramo buy minority stake 2011,neutral,1
$ aapl beaten hated etc hhhmm opposite 700 happens next,negative,0
company 's previous estimate lower revenue yearago eur 939 million,negative,0
market share volkswagen passenger car finland 101 percent audi market share 31 percent seat 's share 09 percent,neutral,1
antti orkola president kemira growhow 's industrial solution unit told thomson financial news company put opening mine price phosphate quite depressed long time ' ',negative,0
value firm 's forestry holding increased sek 36 bn,positive,2
operating profit eur 1107 mn eur 865 mn,positive,2
according swedish authority trace toxic osmium tetroxide found coast perñmeri northernmost part gulf bothnia,negative,0
based first quarter result existing order backlog new order prospect company expects fullyear sale contract 25 % 2008 gross margin stay healthy level operating profit margin lower 2008 due lower sale volume,negative,0
scanfil plc global contract manufacturer system supplier communication industrial electronics,neutral,1
update 5sabmiller reject ab inbev 's $ 104 bln takeover approach,positive,2
rationalization operation seek achieve eur 1 million yearly saving second quarter current financial year,positive,2
q1 2009 company 's result tax continuing operation excluding nonrecurring item totalled eur 04 mn compared eur 01 mn corresponding period 2008,negative,0
$ spy weak close,negative,0
service supplier efore plc streamline operation finland u finnish electronic system service supplier efore plc omx helsinki efo1v said tuesday 3 february initiated statutory negotiation regarding streamlining operation finland,positive,2
fair value investment property totaled eur 25349 mn eur 24551 mn 2006,positive,2
liquidity providing interrupted may 11 2007 aspocomp group oyj 's share traded 050 cent aspocomp 's stock exchange release 1152007,negative,0
respect decision discussion closed ' said kai telanne alma medium 's ceo,neutral,1
bhp billiton drag ftse lower slashing dividend,negative,0
rptold mutual q1 gross sale beat forecast 18 pct,positive,2
newly created position established strengthen amer sport ' management strategic planning execution,positive,2
rimi supermarket key customer magistral center,neutral,1
shire ceo step drive get baxalta board talking,positive,2
capital expenditure energy efficiency unfortunately fallen along decline economy,negative,0
aviva fined $ 27 million uk regulator fee failing,negative,0
net profit three month march 31 fell x20ac 103 million u $ 165 million x20ac 131 million year earlier finnish company said,negative,0
cargotec 's sale totalled eur 34 billion 2008 employ approximately 11000 people,neutral,1
net sale grew period x20ac 402 million $ 585us million x20ac 401 million 2006,positive,2
london stock exchange shareholder approve merger deutsche bãrse,positive,2
result cancellation maximum increase citycon 's share capital basis convertible bond decreased eur 2338392780 eur 2290178475,neutral,1
pivotal research upgrading $ googl buy httpstcolsahepdqhd stocktrading,positive,2
consumer well received packed fresh meat,positive,2
company employing 6400 reported net sale 620 mln euro $ 8232 mln 2006,neutral,1
implementing software finnish army aim unify improve operation application area qpr software stated,positive,2
company ' existing investment plan coordinated,neutral,1
finnish consumer prefer buy cheapest beer brand,neutral,1
finnish scanfil system supplier contract manufacturer communication sector electronics industry report net sale totalled eur 947 mn first half 2010 eur 995 mn first half 2009,negative,0
new apartment block going close city center explained chairman board yit ehitus priit sauk,neutral,1
london stock exchange â deutsche boerse merger threat brexit,negative,0
according finnish lñnnen tehtaat 's ceo matti karppinen lñnnen tehtaat sold majority feed grain business quickly start look acquisition,neutral,1
implementation important operator since launch fixedtomobile convergence service brazil see brazil 8 may 2006,neutral,1
standard chartered raising capital yet dividend cut,negative,0
usbased corp talk scandinavian telecom company teliasonera sell stake uzbek cellular operator coscom executive coscom told interfax,neutral,1
olvi posted strong set figure first six month year,positive,2
finnish shipping company finnlines ' pretax loss totalled eur 65 mn third quarter 2009 compared profit eur 03 mn third quarter 2008,neutral,1
ahlstrom corporation stock exchange announcement 2342007 ahlstrom corporation publish first quarter financial result 2007 friday april 27 2007 approximately 830 finnish time,neutral,1
fair value change investment property eur 158 mn compared eur 229 mn third quarter 2009,negative,0
group also strong global position fishing category,positive,2
aspo plc stock exchange announcement may 4 2006 1000 increase share capital aspo plc totaling eur 112560 registered today,positive,2
result negotiation employment 130 blue whitecollar employee oulu plant would terminated,negative,0
chain posted sale 298 million euro full 2005 rise 195 percent yearonyear,positive,2
operating profit eur 01 mn eur 13 mn,negative,0
financial information provided,neutral,1
casino red bell $ lvs 075 % $ wynn 047 % $ wynn 047 % unusual comibinations 's running 's red bell,negative,0
vanhanen said strike would extremely damaging `` 1300 participant reporter begin arrive finland oneday eu summit russian president vladimir putin lahti 100 kilometer 60 mile north helsinki,negative,0
property purchased swedish private equity real estate firm niam goldman sachs ' whitehall street real estate fund,neutral,1
profit period increased eur 29 mn eur 105 mn,positive,2
$ xlb weakest sector year possible false breakout httpstkscodl1z,negative,0
result company temporarily layoff 25 % whole personnel approximately 270 person kirkkonummi nivala factory,negative,0
2008 avc systemhaus net sale eur 10 million usd 71,neutral,1
primark rack happy christmas strong sale,positive,2
sale midstrength beer decreased 40 %,negative,0
reduction concluded autumn 2010,neutral,1
$ crus upgraded buy alpha street research,positive,2
economic development china longer taking place east coast shanghai area vauramo say,neutral,1
profit per share eur 103 eur 087,positive,2
finnish software hardware developer elektrobit oyj hel ebg1v eb said today temporarily lay 200 people maximum 90 day finland aiming achieve cost saving eur 17 million usd 2m second half 2010,negative,0
deal also includes tenyear maintenance agreement,neutral,1
volume expected increase next year,positive,2
dividend go grimaldi family,neutral,1
export good fell 59 % import 167 %,negative,0
product portfolio comprises harvester forwarders harvester head well crane loader,neutral,1
important export market norway germany russia france,neutral,1
front surface valve plate directed towards,neutral,1
following acquisition relacom strengthen presence finland serving operator office market mobile fixed network construction installation maintenance service,positive,2
building home improvement trade net sale totalled eur 1173 mn eur 1566 mn year earlier,negative,0
nokia music store begin trading tuesday selling single album well live music streaming,neutral,1
slump weir lead ftse record high,negative,0
finnish mreal 's kyro mill starting negotiation cut staff,neutral,1
nordic bank already write sizable loan latvia swedbank nordea dnb seb reporting combined loss excess $ 135 billion period 2007 2010 backdrop near economic meltdown latvia,negative,0
expense ratio 1026 % compared 929 % corresponding period 2005,negative,0
adpnews jul 17 2009 finlandbased steel maker rautaruukki oyj ruukki hel rtrks said today slipped net loss eur 184 million usd 2597 first half 2009 net profit eur 2,negative,0
$ iwm condition sent market tumble hitting week,negative,0
follow berkshire hathaway apple stock,neutral,1
preparing breakout trade netflix $ nflx httpstcoczhix3tuag $ $ httpstcoz1qb9xa4ld,positive,2
ceo erkki jñrvinen happy company 's performance 2010,positive,2
upside move volatile mining sector sending anglo american plc $ aal 68 % 430 pm london time,positive,2
rio tinto swing loss drop dividend policy,negative,0
mr jortikka president base metal division outotec oyj finland executive committee outotec,neutral,1
$ nflx 1 % $ 10480 long streaming service rapidly outpacing traditional cable,positive,2
trlpc crh back lafarge holcim asset buy 65 bln euro bridge loan,positive,2
action improve operational efficiency adjust operation expected deliver annualised permanent cost saving around eur 45 million effected mostly first half 2010,positive,2
delivery nokia 1112 nokia 2310 nokia 2610 expected start second quarter 2006,neutral,1
tesco criticised 'disgraceful ' advert showing domestic worker slapped,negative,0
metso expects net sale increase 10 % 2008 comparable exchange rate,positive,2
according finnish aktia bank 's managing director jussi laitinen bank 's aim triple number customer finland next five year,positive,2
first charging station made available already 2008 whole network ready 2010,neutral,1
glencore cut 2015 budget plan divest lonmin,negative,0
store 16 march 2010 finnish stationery gift retailer tiimari hel tii1v said yesterday cut total 28 job unit tiimari retail ltd gallerix finland ltd result closure shop,negative,0
according business medium report usmanov planned transfer megafon stake statecontrolled svyazinvest exchange stake merged rostelecom,neutral,1
$ onty continues base debate lingers ont10 data next potential catalyst positive stock quickly move $ 10 downside limited,positive,2
federal secretary transport communication mexico awarded poyry mexican partner sintra consulting contract connection buenavistacuautitlan suburban railway,positive,2
said contract estimated contribute eur150m net sale 2010,positive,2
$ fb 've dead far bloated valuation httpstcoczcf8kbrlt,negative,0
johnson matthey rev clean air drive,positive,2
business development initiative north america headed lynn shanahan,neutral,1
customer cooperative retailer osuuskauppa suursavo,neutral,1
insurance policy simple,neutral,1
result negotiation employment 130 blue whitecollar employee oulu plant would terminated,negative,0
technopolis st petersburg government signed cooperation memorandum october 2005 set technopark neudorf production zone village strelny st petersburg suburb,positive,2
company also said poland profitability program launched oborniki steel frame sandwich panel plant,positive,2
handset also feature medium bar quick access favorite medium application including music photo youtube ovi share,neutral,1
stockholmbased nordea bank sto nda said yesterday hired casper von koskull lead corporate merchant banking capital market unit effective 1 september,neutral,1
building home improvement trade sale decreased 63 % totalling eur 1541 mn,neutral,1
stockmann mastercard widened scope cooperation estonia latvia,positive,2
catskillfishing note monthly chart $ gdx recaptured support $ gld possible double bottom set httpstkscoaw6z,positive,2
transaction able participate developing industry,positive,2
operating profit fourth quarter went eur3m eur4 2 corresponding period 2009 included cost growth project,negative,0
loaded $ bsx yesterdaylooking good still think way upside downside,positive,2
said contract estimated contribute eur150m net sale 2010,positive,2
exel want serve industrial customer individual product,neutral,1
finnish sport equipment company amer sport said decided lay 370 worker salomon division france,neutral,1
merged lse deutsche bãrse would led germany 's kengeter,positive,2
acquisition panostaja oyj expands business area specialising digital printing,positive,2
nokia u share 33 percent lower $ 1273 1750 gmt,negative,0
according schmardin nordea likely try win customer pension fund provider,positive,2
addition production varpaisjâ rvi factory stopped beginning april 2009,negative,0
sale midstrength beer decreased 40 %,negative,0
2009 stora enso 's net loss eur 8797 million compared eur 6734 million previous year,negative,0
$ slv po saying 2 year going lower forget go short,negative,0
fki john jiang worked several general manager senior business consultant position international company china,neutral,1
city invite however public procurement tender tailormade public furniture park bench litter receptacle public toilet well bus shelter street light,neutral,1
incap furniture presently negotiating staff cut,neutral,1
2006 company 's net sale amounted approximately eur259m 8000 employee,neutral,1
$ hsc receives 7year $ 50m contract new saudi arabian steel mill,positive,2
15 december 2010 finnishgerman telecom equipment maker nokia siemens network said today contract upgrade radio network homebased telecommunication company elisa oyj hel eli1v,positive,2
sheryl sandberg sell 109000 share facebook inc $ fb stock httpstco3vxt7amnpk via ratingsnetwork,negative,0
$ jd 20 % afterhour market anyone care explain,negative,0
company 's board director propose dividend eur 095 per share 2008 annual general meeting scheduled held march 23 2009,neutral,1
adp news oct 29 2008 finnish lifting equipment maker konecranes oyj omx kcr1v said today net profit rose eur 1166 million usd 1491 first nine month 2008 eur 736 million,positive,2
sp downgrade barclays rb government bailout fear,negative,0
danske bank denmark 's largest bank 35 million customer,neutral,1
unilever 's turun sinappi made sweden hold 40 % market,neutral,1
$ gtat reenter short bounce,negative,0
fda approves astrazeneca drug advanced lung cancer,positive,2
initially company said maximum 15 people would made redundant parent company 15 subsidiary,neutral,1
basis competitive bidding ooo kitai stroi russian subsidiary china state construction engineering corporation construction company owned china state selected main constructor,neutral,1
tesla issue first model x recall httpstcot1kmqvwhqq $ tsla,negative,0
fsecure reported first half 2008 seen growing number targeted malware attack individual company organization,neutral,1
prosecutor also demanding outokumpu pay fine eur 800000,negative,0
14000 customer left powerless,negative,0
market expecting poor performance company 's stock 6 percent x20ac 2389 u $ 3384 early afternoon trading helsinki,positive,2
homebuilder $ ryl breaking support watch one $ spy,negative,0
export grew 165 percent 191 million liter,positive,2
18 march 2010 leakage gypsum pond detected today talvivaara mine,negative,0
share 29659239 held company group company number outstanding share voting right attached share thus amount 322705218,neutral,1
$ efut hod posted buy pm $ 440,positive,2
$ gild expanding research facilitieskeeping pace innovation httpstcouoe7fj4lop,positive,2
broker started upmkymmene stora enso sappi equalweight ' recommendation holmen norske skog underweight ' rating,neutral,1
hope increase traffic volume opening freight one scandinavia ``,positive,2
kiosk cinema operation suffered particular,neutral,1
$ intu process streamlining structure especially divestment noncore business httpstcodr5banun2u,positive,2
finland snow storm brought tree power line cutting electricity 2000 household,negative,0
operating loss totalled eur 127 mn compared profit eur 177 mn first half 2008,negative,0
name yet released,neutral,1
finnish silicon wafer technology company okmetic oyj omx helsinki okm1v reported thursday 30 october operating profit eur7 4 januaryseptember 2008 eur6 1 corresponding period 2007,positive,2
$ fb $ aapl $ nke $ jwn bearish chart keep getting worse,negative,0
according finnair technical service measure due employment situation,neutral,1
tallink silja attribute significant drop problem booking system taken operation october sale trailer ferry sky wind ' route stockholm riga passenger helsinkistockholm route,neutral,1
adjustment fall price level contrast less effective,negative,0
$ qcom chart qualcomm short 618 % retracement trendline resistance httpstco2wqqh35koy,negative,0
finnish daily kauppalehti surmise finnish supplier rautaruukki raised price aker 's comfort zone,negative,0
omx helsinki 25 ended 047 pct lower 315055 omx helsinki 021 pct 1073642 1523 bln eur turnover,negative,0
u sanction put gazpromshell alliance plan jeopardy,negative,0
rival company $ gwr watco eyeing $ ra w takeover interest httpstkscoo0xy,positive,2
company said supply wcdma 3ghspa radio network including modular high capacity nokia flexi wcdma base station east java bali sumatra batam,positive,2
finnish metso paper order supply uncoated fine paper machine mcc paper yinhe china,positive,2
micron technology inc nasdaq $ mu 23 % today 89 % since put short httpstcoeqqltfuiou,negative,0
$ goog resistance turned support,positive,2
$ crus upgraded buy alpha street research,positive,2
company slipped operating loss eur 26 million profit eur 13 million,neutral,1
scanfil system supplier contract manufacturer communication sector give notice 20 productional employee temporarily lay 15 employee company 's plant sievi finland,negative,0
cocacola market leader manufacturer market share 369 % 22 % corresponding period 20042005,negative,0
firm build component mobile phone communication product,neutral,1
food trade sale amounted eur320 1 decline 11 %,negative,0
lt 's net profit whole 2010 dropped eur 36 million eur 45 million 2009,negative,0
diluted loss per share narrowed eur 027 eur 086,positive,2
according ultrascan software acquired cracker managed change mobile phone way phone able get hold onetime password sent bank via text message,neutral,1
operating profit totaled eur 67 mn eur 72 mn corresponding period 2005,negative,0
customer satisfied basware invoice automation solution extends implementation new geography,positive,2
tightened competition situation production automation market affected net sale 2006 cencorp said,negative,0
deal significant effect acquiring company 's equity ratio,neutral,1
revenue time grew 14 percent 43 million euro,positive,2
operating margin however slipped 144 % 151 % dragged poor performance enterprise solution,negative,0
$ intc finally nice downside move looking 31 handle break,negative,0
po ferry efficient powerful vessel dover calais route `` head shipbuilder 's rauma yard timo suistio said,positive,2
analyst impressed progress tesla 's flagship factory co spent $ 16b upgrade '15 httpstcosabxcsn8cd tsrandall $ tsla,positive,2
$ spy $ vxx $ aapl party loaded $ uvxy volatility back,negative,0
olvi control 94 percent stake ragutis le coq said annual report published earlier year lithuanian brewery 's sale reached 1504 million euro last year rise 204 percent 1249 million euro 2004,positive,2
finnish scanfil system supplier contract manufacturer communication sector electronics industry report net sale eur 496 mn first quarter 2009 per cent smaller corresponding period 2008,negative,0
's even little bit higher yara 's multiple ' analyst helsinki said,neutral,1
part transaction äñnekoski paper mill remained mreal 's ownership continued galerie art production sappi longterm contract,neutral,1
diluted eps rose eur3 68 eur0 50,positive,2
loss period totalled eur 156 mn compared profit eur 63 mn 2008,negative,0
work include laying natural stone pavement installation underground heating surface water drainage system,neutral,1
bid offer include least 1000 share value share must correspond least eur4 000,neutral,1
20 march 2006 stora enso refused comment news way,neutral,1
group 's cash flow operation positive,positive,2
company use asset strengthening balance sheet financial position,positive,2
mr kivimeister said john deer former timberjack stand win situation control around 60 % estonia 's forest machinery market,positive,2
operating profit totalled eur 90 mn eur 97 mn first half 2008,neutral,1
production scheduled start end april 2007,neutral,1
finnish electrical component maker salcomp oyj hel sal1v announced today launch latest twist charger platform,neutral,1
finnish electronics contract manufacturer scanfil report net sale eur 2412 mn 2006 eur 3216 mn 2005,negative,0
company said sale three month end march slid eur86 4 u $ 1134 eur91 2 last year,neutral,1
mall part baltic pearl development project city st petersburg baltic pearl cjsc subsidiary shanghai foreign joint investment company developing home 35000 people,neutral,1
finnish electronics contract manufacturer scanfil net sale eur 522 mn first quarter 2007 eur 601 mn year,negative,0
viking line manages well current ferry,positive,2
2nd raise year bvhealthcare $ qcor questcor increase quarterly cash dividend 20 percent httpstkscogoan,positive,2
increase range vary 10 %,neutral,1
published globe online israel business news wwwglobesonlinecom november 16 2009 copyright globe publisher itonut 1983 ltd 2009,neutral,1
swot analysis one method categorization weakness,neutral,1
company said observed current stabilisation price potential higher price delivery first quarter 2011,positive,2
according arehu 's managing director jouko lahtinen project stabilise cost improve supply security,positive,2
eps improved eur0 38 eur0 27,positive,2
$ sbux downgraded neutral deutsche bank price target reduced $ 64 $ 70,negative,0
welcome,neutral,1
sale risen export market,positive,2
finnish consulting engineering group poyry plc omx helsinki poy said wednesday 1 october awarded contract tanqia dibba fzc ownerengineer wastewater system dibba emirate fujairah uae,positive,2
ruukki signed contract norwegian company veidekke entreprenor,positive,2
following workday customer check home computer purchase divided different ingredient group much energy various product contain nutritional content purchase,neutral,1
561470 new share 2003 option right plan packaging company huhtamaki oyj reported monday total 561470 new share company issued based share subscription 2003 option right plan,neutral,1
company evaluated report include aladdin ca fsecure kaspersky marshal mcafee microsoft panda proofpoint sophos symantec trend micro tumbleweed websense,neutral,1
seller include 40 shareholder including intellibis management employee investor,neutral,1
lifted veil various type customer design phone result social stereotyping taken fine art,neutral,1
2009 3 february 2010 finlandbased steel maker rautaruukki oyj hel rtrks ruukki said today slipped largerthanexpected pretax loss eur46m fourth quarter 2009 yearearlier profit eur45m,negative,0
however sale volume food industry expected remain relatively good level finland scandinavia atrium said,positive,2
operating loss totaled eur 08 mn compared profit eur 05 mn,negative,0
finnish silicon wafer technology company okmetic oyj omx helsinki okm1v reported thursday 7 august operating profit eur5 3 period januaryjune 2008 eur3 3 corresponding period 2007,positive,2
ea launch origin online game distribution mac httpstkscoaktu via macrumors $ ea,positive,2
estimate operating profit improve third quarter,positive,2
$ stx move bottom still bear market datasecurity $ emc $ sndk $ wdc httpstcovkydwpxesn,negative,0
fair value change investment property eur 158 mn compared eur 229 mn third quarter 2009,neutral,1
2010 16 july 2010 finnish steel maker rautaruukki oyj hel rtrks ruukki said today turned net profit eur20m second quarter 2010 net loss eur94m corresponding period last year,positive,2
homebuilder $ ryl breaking support watch one $ spy,negative,0
company 's profit totaled l 578100 h1 2007 309 % yearonyear,negative,0
$ aapl iphone shipment track exceed forecast marketwatch httpstco2cxahjix7d,positive,2
technopolis plan develop stage area less 100000 square meter order host company working computer technology telecommunication statement said,neutral,1
said losing five family month economy many make alternative arrangement save money,neutral,1
$ nq got hit hard lower look like found support 1889 httpstkscos052z,negative,0
value contract eur 25mn,neutral,1
industry asia ó pakistan malaysia taiwan philippine today global research data service going publish several market analysis cement market asia,neutral,1
bavelloni 's nst 's joint venture bavelloni tool completes semiproducts produced italy highquality tool sold diapol brand,neutral,1
panostaja oyj 's board also decided organisational meeting held upon completion agm implement agm decision concerning board member fee paid share way share transferred quarterly basis date following publication quarterlyannual report,neutral,1
intent article focus attention fact development model china followed different model india followed,neutral,1
$ camt look like might break 'm,negative,0
update 1meggitt reiterates annual outlook tough 2014,neutral,1
casino red bell $ lvs 075 % $ wynn 047 % $ wynn 047 % unusual comibinations 's running 's red bell,negative,0
recovery evident liquid handling business particularly area outside europe primarily north america asia,positive,2
overall 're pleased startup curve 're pleased quality paper `` stora spokeswoman patricia dietz said tuesday,positive,2
comptel vendor dynamic operation support system os software selected orascom telecom oth partner provisioning activation solution mobile service,positive,2
hold 38 percent outokumpu 's share voting right 2001 lawmaker gave permission reduce stake 10 percent,neutral,1
union company official return call yesterday,neutral,1
finnish construction company yit corporation planning build 200 highquality holiday home near tahko ski spa resort finland,positive,2
part reorganisation measure take place spring 2006 tamglass finton start personnel negotiation affect entire staff 33,negative,0
total capital fund managed bank decreased 28 % eur 284mn end september 2008,negative,0
new deal strengthened partnership telemig celular tecnomen started since beginning telemig 's prepaid operation,positive,2
scanfil holding include 100 % contract electronics manufacturer scanfil em group,neutral,1
currently company foresees pretax profit remain 2009 level reached eur 700000 usd 934000 compared previous projection slightly better pretax profit,neutral,1
finnish steel maker rautaruukki oyj hel rtrks ruukki said today net loss contracted eur 49 million usd 682 first nine month 2010 eur 229 million period year ago,positive,2
operating profit excluding nonrecurring item amounted eur 406 mn eur 573 mn yearonyear,neutral,1
therefore company 's 2005 result remain weaker 2004,negative,0
ingenious hsbc ubs coutts sued 'tax avoidance ' client,negative,0
raute reported loss per share eur0 86 first half 2009 eps eur0 74 corresponding period 2008,negative,0
marubeni participated ghg green house gas emission reduction project overseas obtained emission credit project provided japanese client,neutral,1
tesla motor recall 2700 model x suv $ tsla httpstcoxdgraexkkz,negative,0
short $ faz n't know mean market tank p,negative,0
finlandbased elcoteq se privately held provider electronics manufacturing service communication company said thursday signed longterm manufacturing supply deal communication equipment company andrew corp,positive,2
$ tsla dipping testing 200 day httpstcojeplmzqkgw,positive,2
webmarela application handle invitation quote quote comparison agreement purchase invoice inspection inventory management delivery,neutral,1
'm professional analyst put $ mouth $ aapl $ 575 b4 yrendâthat 's another hun herelong leap,positive,2
operating profit decreased eur 112 mn eur 166 mn,negative,0
net sale period expected fall well last year result nonrecurring item expected red,neutral,1
vehvilainen currently chief operating officer nokia siemens network join finnair 5 january 2010 take ceo effective 1 february 2010,neutral,1
talentum expects net sale core business increase 2008 compared 2007,positive,2
$ cndo 21 % short float short likely take profit close,negative,0
furthermore bunge also sign licensing agreement sunnuntai carlshamn mejeri brand,positive,2
$ sbux downgraded neutral deutsche bank price target reduced $ 64 $ 70,negative,0
're delighted move `` say morna cowie coowner 's double size current shop lovely feel ``,positive,2
valeant ceo pledge heed critic painful ' experience,negative,0
juniper tumble q1 warning cisco also lower $ jnpr $ csco httpstcobgvintk43h,negative,0
company owned state finland european aeronautic defense space company eads nv tekla international software company provides solution building construction energy distribution municipality,neutral,1
rt cash_cow $ tlt still rising rsi macd bond buying signaling bad move market $ spy $ uup,negative,0
sp downgrade barclays rb government bailout fear,negative,0
finnish forest machinery manufacturer ponsse agreed volvo start cooperation latin america,positive,2
contrast company 's net loss third quarter 2009 contracted eur 76 million eur 256 million corresponding period year ago,positive,2
result tax decreased nearly eur 145 mn compared nearly eur 20mn previous accounting period,neutral,1
group 's operating loss eur 08 mn profit eur 25 mn 2004,negative,0
intercontinental hotel group share price climb $ 15bn special dividend,positive,2
one dark spot horizon however company 's performance finnish bottled water market,negative,0
fine print,neutral,1
$ coh gaining momentum nice buy signal long $ 3592 httpstkscot0tah,positive,2
shell challenge exxon dominance 47 billionpound bid bg,negative,0
operating loss increased eur 17mn loss eur 108 mn 2005,negative,0
baird like $ tsla upgrade outperform lift price target $ 300 research firm also see capital raise necessary next qtrs,positive,2
upm talking myllykoskió creditor bank nordea sto nda nordic investment bank danske bankó cph danske sampo bank deal paper said,neutral,1
adpnews jul 17 2009 finlandbased steel maker rautaruukki oyj ruukki hel rtrks said today slipped net loss eur 184 million usd 2597 first half 2009 net profit eur 2,negative,0
elcoteq group recently announced last three month previous year brought major loss half billion kroon eur 32 mln fifth quarter running,negative,0
net sale fell 5 % previous accounting period,negative,0
stora enso r share rose 120 pct 1184 eur upmkymmene also dragged higher rising 168 pct 1756 eur mreal b added 238 pct 430 eur,positive,2
earlier today geberit 's finnish rival uponor oyj cut fullyear sale growth forecast 6 pct 10 pct blaming tough condition germany u well currency factor,neutral,1
wpp win race 'programmatic buying ' agency essence digital,positive,2
facility used refinance citycon 's existing credit facility company said,neutral,1
finnish neste oil previously list fallen list completely,neutral,1
company said investment new market area resulted sale increase sweden poland russia lithuania,positive,2
news feedschroders book solid earnings growth several board change,positive,2
operating profit totaled eur 55 mn eur 07 mn,positive,2
online ice chart show ice area estonia 's sea port coast gulf finland,neutral,1
airbus 100 firm order a350 89 nonbinding commitment,positive,2
altogether finnair canceled 500 flight strike,negative,0
$ spy extreme win today 2 cent 2009 low 10year $ spy 2 percent life bowl cherry great short setting $ $,negative,0
finnish publishing printing group ilkkayhtymñ introduced staff smoking ban beginning 2007 company 's three newspaper,neutral,1
operating profit excluding nonrecurring item totalled eur 10 mn eur 16 mn,negative,0
alexandria va nov 19 erkki aho elimaki finland developed method apparatus conjunction shoe press,neutral,1
acquisition company expand offering north central south america said,positive,2
locked $ fb put nice gain,negative,0
cost new ropax vessel 30 % lower present one,positive,2
british american tobacco firsthalf sale hurt currency move,negative,0
estonian telecom company elisa 's customer number cross 400000 tallinn oct 22 bns estonian telecommunication company elisa approximately 50000 new client nine month year bringing number 401800 end september company said,positive,2
tesco break downward slide cutting sale decline half,positive,2
hope clarify policy finnish business gray area `` motlanthe said,neutral,1
finnish medium company talentum oyj 's net profit decreased 25 mln euro $ 40 mln first quarter 2008 30 mln euro $ 47 mln period 2007,negative,0
okmetic global customer base sale network production plant finland u contract manufacturer japan china,neutral,1
yit lodged counter claim neste oil totaling eur25m primarily based work carried contract additional cost incurred due prolongation project,negative,0
reporting period eps stood eur0 07 versus eur0 11,negative,0
intertek swing â347 mln loss oil 's slump,negative,0
nokia control 50 percent phone sale india africa strong prosition emerging market,positive,2
$ gdx $ gdxj $ jnug strong move today junior gold miner keep eye gap fill,positive,2
hack extra nefarious tweet activated without clicked enough web surfer move mouse cursor,negative,0
barclays sell benchmark index unit bloomberg,positive,2
deal strengthens ramirent 's position especially industrial sector large investment project,positive,2
$ axdx got bored took proprietary profit exit n't like option liquidity lousy spread,negative,0
$ kndi break hod volume nice consolidation completed another run,positive,2
ferry run trouble outside stockholm archipelago made 20000 island,negative,0
philip morris bat sue law taking branding pack,negative,0
tieto offer aktia good foundation required support service implementing update project ' say juha volotinen responsible aktia 's web service,positive,2
